	cpi_pdiff2	bmon_gdp_rdiff2	stock_pdiff2	cons_pdiff2	pdebt_gdp_rdiff2	inv_gdp_rdiff2	ca_gdp_rdiff2	tloan_gdp_rdiff2	tdbtserv_gdp_rdiff2	global_loan2	global_drate	drate	crisis	crisis_id	year	iso
1104	0.188	-0.057	0.562	0.098	-0.089	-0.035	0.003	-0.034	-0.0	0.005	1.724	0.232	0	1973	1951	SWE
1105	0.254	-0.087	0.211	0.01	-0.088	0.014	-0.001	-0.083	-0.002	0.006	1.7	0.282	0	1641	1952	SWE
1106	0.079	0.017	-0.08	0.049	-0.029	0.025	-0.018	-0.027	-0.001	0.026	1.682	0.316	0	431	1953	SWE
1107	0.015	0.045	0.261	0.056	0.003	0.015	-0.007	0.016	0.0	0.026	1.817	0.494	0	1159	1954	SWE
1108	0.034	-0.025	0.348	0.06	0.003	-0.006	-0.017	-0.006	0.001	0.026	1.8	0.203	0	2400	1955	SWE
1109	0.076	-0.042	0.034	0.046	-0.008	-0.009	0.001	-0.036	0.001	0.017	1.66	-0.042	0	1361	1956	SWE
1110	0.097	-0.011	0.016	0.03	-0.003	-0.001	0.006	-0.011	0.002	0.005	1.159	-0.17	0	2195	1957	SWE
1111	0.09	0.022	0.114	0.027	0.015	0.009	-0.001	0.023	0.003	0.012	1.445	-0.332	0	633	1958	SWE
1112	0.051	0.054	0.373	0.05	0.006	0.017	0.003	0.037	0.001	0.025	1.506	-0.218	0	1931	1959	SWE
1113	0.049	-0.008	0.471	0.043	-0.008	0.01	-0.002	0.022	0.002	0.043	1.404	-0.434	0	275	1960	SWE
1114	0.064	-0.06	0.198	0.059	-0.03	0.008	0.003	-0.004	0.001	0.041	1.876	-0.445	0	1337	1961	SWE
1115	0.071	-0.007	-0.027	0.077	-0.056	0.01	0.006	0.016	0.003	0.031	1.226	0.656	0	1330	1962	SWE
1116	0.079	0.018	0.032	0.067	-0.051	0.013	-0.004	0.046	0.004	0.034	1.271	1.133	0	552	1963	SWE
1117	0.062	-0.013	0.293	0.072	-0.041	0.011	0.0	0.026	0.004	0.023	1.269	1.057	0	1222	1964	SWE
1118	0.085	-0.052	0.33	0.067	-0.037	0.006	-0.007	0.008	0.006	0.02	1.225	0.804	0	632	1965	SWE
1119	0.121	-0.032	0.024	0.043	-0.027	0.003	-0.008	0.019	0.006	0.024	1.151	0.777	0	416	1966	SWE
1120	0.109	0.021	-0.17	0.025	-0.008	0.001	0.007	0.031	0.001	0.024	1.593	0.853	0	1804	1967	SWE
1121	0.062	0.058	0.054	0.051	0.017	-0.008	0.003	0.066	0.003	0.028	1.043	0.887	0	489	1968	SWE
1122	0.048	0.008	0.394	0.074	0.014	-0.017	-0.005	0.056	0.008	0.026	0.163	0.558	0	1019	1969	SWE
1123	0.098	-0.067	-0.032	0.064	0.004	-0.016	-0.004	-0.009	0.005	0.009	0.424	0.392	0	2267	1970	SWE
1124	0.148	-0.034	-0.168	0.019	0.005	-0.016	0.016	0.011	0.002	0.015	1.747	1.276	0	364	1971	SWE
1125	0.139	0.023	0.235	0.025	0.004	-0.003	0.021	0.041	0.002	0.035	2.029	2.293	0	378	1972	SWE
1126	0.131	0.022	0.225	0.056	0.012	-0.001	0.02	0.014	0.002	0.032	0.494	2.385	0	2150	1973	SWE
1127	0.173	-0.014	0.099	0.056	0.017	-0.002	-0.022	0.051	0.007	0.016	-0.555	1.618	0	430	1974	SWE
1128	0.207	-0.047	0.131	0.056	0.017	-0.013	-0.034	0.054	0.013	0.014	2.035	2.204	0	1422	1975	SWE
1129	0.212	-0.066	0.241	0.063	0.0	-0.018	-0.011	0.023	0.012	0.012	1.266	2.989	0	1588	1976	SWE
1130	0.229	-0.038	-0.002	0.024	0.014	0.008	-0.023	0.054	0.011	0.006	0.512	1.738	0	643	1977	SWE
1131	0.226	0.035	-0.078	-0.024	0.053	-0.007	0.017	0.042	0.01	0.01	-0.132	3.176	0	1764	1978	SWE
1132	0.18	0.054	0.052	0.012	0.076	-0.013	0.006	0.014	0.004	0.014	0.322	2.934	0	1400	1979	SWE
1133	0.217	-0.018	0.082	0.012	0.109	0.019	-0.032	-0.037	0.007	0.013	-0.144	1.743	0	1354	1980	SWE
1134	0.274	-0.018	0.627	-0.017	0.138	0.003	-0.005	-0.024	0.02	0.015	0.455	1.737	0	1372	1981	SWE
1135	0.217	0.013	0.859	0.002	0.137	-0.013	-0.003	0.04	0.014	0.014	0.831	2.875	0	2366	1982	SWE
1136	0.183	-0.036	1.413	-0.013	0.132	0.001	0.015	0.014	-0.006	0.006	0.927	1.071	0	1366	1983	SWE
1137	0.177	-0.051	1.12	-0.005	0.1	0.003	0.041	-0.006	-0.004	0.015	0.995	0.6	0	2308	1984	SWE
1138	0.16	-0.07	0.018	0.048	0.073	0.009	-0.002	0.003	0.006	0.033	0.493	-1.365	0	885	1985	SWE
1139	0.119	-0.041	0.521	0.082	0.021	-0.0	-0.002	0.074	-0.008	0.048	0.132	0.499	0	654	1986	SWE
1140	0.086	-0.014	0.949	0.104	-0.053	0.0	0.013	0.131	0.005	0.054	0.739	2.337	0	1030	1987	SWE
1141	0.103	-0.035	0.333	0.075	-0.092	0.018	-0.003	0.174	0.028	0.06	0.453	1.296	0	2247	1988	SWE
1142	0.126	-0.021	0.545	0.029	-0.115	0.029	-0.015	0.206	0.019	0.058	-1.12	-0.332	1	82	1989	SWE
1143	0.176	0.002	0.276	-0.006	-0.101	0.014	-0.023	0.147	0.036	0.035	-0.493	-0.327	1	82	1990	SWE
1144	0.03	0.023	0.299	0.018	0.055	0.008	0.018	-0.088	-0.02	0.008	2.212	2.367	0	2028	1996	SWE
1145	0.01	0.02	0.673	0.04	-0.018	0.002	0.011	-0.044	-0.033	0.025	1.728	2.507	0	2406	1997	SWE
1146	0.004	0.029	0.668	0.055	-0.048	0.006	-0.003	-0.014	-0.025	0.05	0.671	0.819	0	261	1998	SWE
1147	0.003	0.074	0.365	0.067	-0.095	0.016	-0.006	0.001	-0.012	0.058	1.28	1.949	0	662	1999	SWE
1148	0.015	0.031	0.704	0.087	-0.177	0.015	0.009	0.003	0.003	0.044	0.727	1.388	0	2049	2000	SWE
1149	0.034	-0.022	0.03	0.05	-0.097	0.011	0.006	0.038	0.003	0.041	0.905	1.112	0	1381	2001	SWE
1150	0.046	-0.0	-0.452	0.013	-0.008	-0.004	0.017	0.039	0.002	0.045	1.687	1.237	0	859	2002	SWE
1151	0.041	0.017	-0.297	0.026	-0.028	-0.012	0.033	-0.007	-0.004	0.046	1.769	1.606	0	2314	2003	SWE
1152	0.023	-0.007	0.177	0.033	-0.019	-0.001	0.016	0.006	-0.007	0.041	1.877	2.316	0	391	2004	SWE
1153	0.008	0.04	0.573	0.038	-0.008	0.009	-0.001	0.084	-0.007	0.061	1.068	1.667	0	180	2005	SWE
1154	0.018	0.088	0.543	0.042	-0.047	0.014	0.022	0.103	-0.002	0.085	0.562	1.373	1	83	2006	SWE
1155	0.036	0.107	0.501	0.038	-0.1	0.018	0.021	0.111	0.012	0.091	0.182	0.615	1	83	2007	SWE
1156	0.008	0.004	0.155	0.01	0.026	-0.004	-0.003	0.078	-0.004	-0.029	2.203	1.196	0	2165	2013	SWE
1157	-0.002	0.0	0.361	0.021	0.089	0.004	-0.01	0.058	0.002	-0.019	1.741	1.295	0	983	2014	SWE
1158	-0.002	0.01	0.34	0.032	0.055	0.013	-0.006	-0.006	-0.017	-0.014	1.137	1.008	0	2296	2015	SWE
1159	0.009	0.02	0.106	0.029	-0.033	0.012	-0.001	-0.01	-0.015	-0.009	1.062	1.2	0	2414	2016	SWE
1160	0.0	0.019	0.0	0.011	-0.049	-0.008	-0.015	0.002	-0.0	0.04	0.004	-1.151	0	1279	1882	USA
1161	-0.034	0.019	-0.111	0.025	-0.034	0.003	-0.007	0.018	0.001	0.024	-0.231	-0.089	0	2060	1883	USA
1162	-0.069	0.029	-0.257	-0.023	-0.014	-0.008	0.0	0.029	0.001	0.023	-0.002	0.498	0	1074	1884	USA
1163	-0.036	0.032	-0.026	0.009	-0.004	-0.019	-0.001	0.021	0.0	0.037	0.314	1.723	0	1466	1885	USA
1164	0.0	0.023	0.3	0.001	-0.01	0.014	-0.008	0.012	0.0	0.032	0.316	-0.523	0	774	1886	USA
1165	0.0	-0.001	0.013	-0.007	-0.024	0.024	-0.011	0.029	0.002	0.021	0.095	-1.352	0	982	1887	USA
1166	0.0	-0.013	-0.089	-0.021	-0.028	-0.016	-0.005	0.03	0.001	0.013	0.091	0.958	0	2376	1888	USA
1167	0.0	0.012	0.009	-0.012	-0.021	-0.048	0.002	0.033	0.001	0.002	-0.132	-1.058	0	795	1889	USA
1168	0.0	0.015	-0.105	-0.016	-0.025	-0.0	0.006	0.033	0.002	-0.006	-0.609	-2.237	0	501	1890	USA
1169	0.0	0.007	0.017	0.018	-0.025	0.019	0.009	0.014	0.001	0.004	-0.255	0.182	1	85	1891	USA
1170	0.0	0.012	0.198	0.039	-0.015	0.006	0.004	0.011	0.001	0.018	0.613	0.657	1	85	1892	USA
1171	0.0	0.003	0.339	0.048	-0.011	-0.013	0.018	-0.026	-0.002	0.01	0.116	0.941	0	181	1898	USA
1172	0.0	0.017	0.267	0.086	-0.002	-0.015	0.004	0.001	-0.001	0.022	-0.565	-1.934	0	1382	1899	USA
1173	0.0	0.027	0.216	0.077	-0.007	0.02	-0.002	0.018	0.0	0.02	-0.698	0.164	0	1706	1900	USA
1174	0.0	0.021	0.321	0.047	-0.019	0.017	-0.004	0.016	0.001	0.019	-0.29	-0.827	0	491	1901	USA
1175	0.04	0.014	0.172	0.064	-0.012	0.01	-0.012	0.019	0.001	0.025	-0.034	-1.86	0	2373	1902	USA
1176	0.08	-0.005	-0.174	0.013	-0.01	-0.002	-0.005	0.005	0.001	0.018	-0.18	-0.318	0	907	1903	USA
1177	0.038	0.023	0.025	0.023	-0.005	-0.02	-0.001	0.016	0.001	0.04	-0.127	1.693	0	189	1904	USA
1178	0.0	0.019	0.452	0.067	-0.005	-0.006	-0.004	0.015	0.001	0.041	-0.423	-1.006	1	86	1905	USA
1179	0.0	-0.011	0.193	0.076	-0.007	0.019	-0.0	0.004	0.001	0.018	-0.836	-2.89	1	86	1906	USA
1180	0.036	0.004	0.036	0.001	-0.002	-0.011	0.006	-0.002	0.002	-0.001	-0.809	0.893	0	1656	1912	USA
1181	0.061	-0.014	-0.117	0.038	-0.003	0.016	0.003	-0.005	0.001	-0.001	-0.873	0.964	0	1761	1913	USA
1182	0.035	0.061	-0.18	-0.109	0.0	-0.0	-0.026	0.081	0.002	0.043	0.626	-1.604	0	2107	1921	USA
1183	-0.163	0.086	0.289	0.013	0.037	0.016	-0.026	0.036	-0.001	0.079	0.383	0.065	0	269	1922	USA
1184	-0.047	-0.018	0.17	0.167	-0.063	0.043	-0.015	-0.036	-0.003	-0.01	0.019	-0.775	0	1957	1923	USA
1185	0.02	-0.019	0.157	0.08	-0.068	0.021	0.003	-0.005	-0.002	-0.036	-0.118	0.797	0	1050	1924	USA
1186	0.027	0.041	0.457	0.048	-0.035	0.01	0.002	0.034	-0.0	-0.025	-0.043	-0.485	0	2299	1925	USA
1187	0.035	0.006	0.328	0.075	-0.041	0.008	-0.006	0.02	-0.001	0.038	-0.005	-1.132	0	1912	1926	USA
1188	-0.01	0.009	0.401	0.031	-0.032	-0.005	0.001	0.03	-0.001	0.055	0.219	-0.729	1	87	1927	USA
1189	-0.032	0.038	0.716	0.029	-0.022	-0.011	0.004	0.046	0.003	0.028	0.292	-2.462	1	87	1928	USA
1190	0.232	-0.065	0.004	0.004	-0.229	0.042	-0.017	0.031	0.001	-0.003	1.811	0.89	0	534	1948	USA
1191	0.104	-0.029	0.1	0.015	-0.163	0.042	-0.033	0.016	-0.0	0.016	1.75	0.56	0	2301	1949	USA
1192	0.01	-0.029	0.3	0.058	-0.039	0.014	-0.014	0.036	0.001	0.021	1.84	0.76	0	1453	1950	USA
1193	0.065	-0.097	0.415	0.046	-0.133	0.016	-0.002	0.022	0.002	0.001	1.704	0.53	0	2212	1951	USA
1194	0.104	-0.053	0.318	0.013	-0.196	0.005	0.007	0.01	0.001	-0.0	1.701	0.27	0	2076	1952	USA
1195	0.03	0.004	0.061	0.046	-0.085	0.007	-0.006	0.017	0.001	0.024	1.721	-0.27	0	1544	1953	USA
1196	0.012	0.028	0.343	0.034	-0.026	0.002	-0.0	0.024	-0.0	0.025	1.893	-0.648	0	1827	1954	USA
1197	0.001	0.013	0.827	0.058	-0.021	-0.002	0.004	0.047	0.001	0.023	1.744	1.037	0	932	1955	USA
1198	0.012	-0.023	0.328	0.067	-0.078	0.002	0.005	0.047	0.004	0.012	1.627	0.453	0	1975	1956	USA
1199	0.05	-0.011	-0.111	0.017	-0.088	-0.001	0.008	0.025	0.003	0.002	1.115	0.538	0	1705	1957	USA
1200	0.062	0.023	0.152	-0.002	-0.031	-0.013	-0.004	0.024	0.001	0.012	1.315	1.746	0	483	1958	USA
1201	0.037	0.018	0.464	0.03	-0.017	0.001	-0.012	0.037	0.004	0.025	1.428	1.033	0	246	1959	USA
1202	0.025	-0.014	0.062	0.051	-0.047	0.002	0.005	0.033	0.004	0.042	1.321	0.897	0	1556	1960	USA
1203	0.026	0.011	0.215	0.016	-0.035	-0.01	0.011	0.032	-0.0	0.038	1.728	1.922	0	736	1961	USA
1204	0.022	0.018	0.103	0.038	-0.027	-0.001	0.0	0.033	0.001	0.03	1.187	1.266	0	851	1962	USA
1205	0.023	0.018	0.034	0.062	-0.033	0.002	0.0	0.046	0.002	0.034	1.29	0.823	0	755	1963	USA
1206	0.025	0.018	0.34	0.074	-0.039	0.002	0.004	0.049	0.003	0.022	1.292	0.687	0	575	1964	USA
1207	0.03	0.001	0.237	0.099	-0.047	0.004	0.0	0.039	0.003	0.018	1.262	0.212	0	757	1965	USA
1208	0.047	-0.019	-0.031	0.098	-0.057	0.001	-0.006	0.011	0.004	0.025	1.215	-0.187	0	879	1966	USA
1209	0.058	-0.011	0.039	0.065	-0.048	-0.007	-0.004	0.005	0.004	0.026	1.593	0.853	0	888	1967	USA
1210	0.071	0.0	0.309	0.067	-0.01	-0.007	-0.003	0.007	0.004	0.031	1.099	-0.014	0	826	1968	USA
1211	0.099	-0.017	-0.044	0.076	-0.034	-0.001	-0.003	-0.007	0.007	0.03	0.295	-1.549	0	1368	1969	USA
1212	0.116	-0.02	-0.154	0.039	-0.047	-0.006	0.002	-0.002	0.008	0.008	0.438	0.168	0	1522	1970	USA
1213	0.104	0.01	0.088	0.037	-0.007	-0.006	-0.001	0.009	-0.002	0.015	1.734	1.499	0	98	1971	USA
1214	0.077	0.032	0.305	0.077	-0.006	0.008	-0.007	0.04	-0.003	0.035	2.061	1.78	0	2127	1972	USA
1215	0.097	0.005	-0.044	0.092	-0.021	0.011	0.006	0.058	0.007	0.029	0.761	-1.888	0	395	1973	USA
1216	0.179	-0.023	-0.429	0.022	-0.031	-0.0	0.005	0.036	0.01	0.017	-0.269	-2.943	0	1828	1974	USA
1217	0.212	-0.012	-0.064	-0.004	-0.008	-0.016	0.005	-0.02	0.005	0.018	2.037	2.167	0	2177	1975	USA
1218	0.154	0.01	0.561	0.059	0.025	-0.008	0.001	-0.032	-0.002	0.016	1.292	2.571	0	2125	1976	USA
1219	0.126	0.015	0.058	0.079	0.012	0.017	-0.018	0.014	-0.002	0.009	0.503	1.879	0	163	1977	USA
1220	0.146	-0.018	-0.082	0.067	-0.01	0.026	-0.009	0.03	0.007	0.01	0.036	0.48	0	332	1978	USA
1221	0.179	-0.044	0.149	0.047	-0.025	0.02	0.007	0.01	0.012	0.014	0.615	-1.747	0	1539	1979	USA
1222	0.216	-0.023	0.389	0.001	-0.016	-0.003	0.007	-0.017	0.015	0.012	0.083	-1.89	0	255	1980	USA
1223	0.218	-0.019	0.148	-0.008	-0.006	-0.012	0.002	-0.044	0.018	0.016	0.718	-2.479	0	1890	1981	USA
1224	0.162	0.009	0.044	0.009	0.018	-0.012	-0.004	-0.028	0.005	0.019	0.963	0.761	1	88	1982	USA
1225	0.105	0.042	0.328	0.053	0.07	-0.012	-0.014	0.009	-0.013	0.006	0.868	2.015	1	88	1983	USA
1226	0.081	-0.031	0.446	0.051	0.024	-0.008	0.015	-0.022	-0.001	0.072	-1.096	-0.711	0	545	1989	USA
1227	0.095	-0.019	0.189	0.028	0.037	-0.011	0.01	-0.05	-0.006	0.047	-0.541	0.45	0	1308	1990	USA
1228	0.087	0.001	0.114	-0.003	0.074	0.003	0.018	-0.063	-0.009	0.015	-0.586	2.168	0	1280	1991	USA
1229	0.062	-0.019	0.325	0.007	0.08	0.015	0.005	-0.074	-0.014	0.003	-0.5	3.49	0	1569	1992	USA
1230	0.051	-0.042	0.199	0.039	0.051	0.007	-0.013	-0.043	-0.013	-0.004	0.018	2.853	0	514	1993	USA
1231	0.047	-0.044	0.045	0.046	0.023	0.006	-0.009	-0.005	-0.0	-0.032	1.965	2.87	0	2064	1994	USA
1232	0.045	-0.036	0.319	0.04	0.009	0.008	-0.002	0.008	0.004	-0.03	2.039	0.75	0	2313	1995	USA
1233	0.051	-0.017	0.633	0.038	0.004	0.009	0.001	0.006	-0.003	0.003	2.289	1.138	0	2085	1996	USA
1234	0.049	-0.009	0.566	0.049	-0.016	0.007	-0.002	0.003	-0.001	0.022	1.829	0.893	0	234	1997	USA
1235	0.036	0.001	0.601	0.065	-0.037	0.009	-0.008	0.016	-0.005	0.048	0.728	-0.086	0	1392	1998	USA
1236	0.035	0.011	0.485	0.08	-0.044	0.011	-0.014	0.019	-0.002	0.057	1.361	0.667	0	1472	1999	USA
1237	0.056	0.003	0.118	0.077	-0.057	0.009	-0.016	0.014	0.005	0.043	0.827	-0.211	0	503	2000	USA
1238	0.063	0.022	-0.199	0.051	-0.043	-0.003	-0.007	0.021	-0.002	0.042	0.904	1.138	0	1478	2001	USA
1239	0.045	0.043	-0.324	0.031	0.015	-0.016	-0.002	0.029	-0.006	0.046	1.581	2.941	0	1199	2002	USA
1240	0.04	0.029	-0.056	0.036	0.051	-0.009	-0.008	0.035	-0.004	0.044	1.689	2.885	0	898	2003	USA
1241	0.05	0.001	0.334	0.046	0.038	0.006	-0.01	0.046	0.0	0.039	1.839	2.924	0	401	2004	USA
1242	0.061	-0.02	0.168	0.05	0.016	0.013	-0.012	0.044	0.003	0.063	1.105	1.07	1	89	2005	USA
1243	0.067	-0.014	0.181	0.045	0.01	0.008	-0.007	0.027	0.004	0.09	0.659	-0.178	1	89	2006	USA
1244	0.053	0.045	0.146	0.022	0.087	0.01	0.002	-0.014	-0.009	-0.013	2.213	1.662	0	1213	2012	USA
1245	0.036	0.046	0.454	0.015	0.052	0.009	0.002	-0.007	-0.003	-0.023	2.138	2.241	0	1658	2013	USA
1246	0.031	0.031	0.444	0.029	0.031	0.007	0.007	0.005	0.004	-0.016	1.668	2.451	0	2345	2014	USA
1247	0.018	0.023	0.136	0.051	-0.004	0.006	0.005	0.026	-0.001	-0.016	1.074	2.006	0	2048	2015	USA
1248	0.014	0.038	0.094	0.05	0.026	-0.001	-0.003	0.041	-0.003	-0.012	1.046	1.452	0	1996	2016	USA
