	cpi_pdiff2	bmon_gdp_rdiff2	stock_pdiff2	cons_pdiff2	pdebt_gdp_rdiff2	inv_gdp_rdiff2	ca_gdp_rdiff2	tloan_gdp_rdiff2	tdbtserv_gdp_rdiff2	global_loan2	global_drate	drate	crisis	crisis_id	year	iso
424	0.168	-0.025	-0.188	0.027	-0.094	-0.016	-0.004	0.014	0.001	0.023	1.786	1.576	0	322	1950	ESP
425	0.213	-0.086	0.065	0.185	-0.139	-0.041	-0.007	-0.035	-0.001	0.005	1.636	1.553	0	1397	1951	ESP
426	0.073	-0.022	0.114	0.192	-0.073	-0.02	-0.009	-0.009	-0.001	0.001	1.615	1.551	0	1902	1952	ESP
427	-0.004	0.036	-0.017	0.009	0.003	0.023	0.004	0.047	0.002	0.022	1.598	1.586	0	937	1953	ESP
428	0.029	0.017	0.072	0.001	-0.035	0.04	0.012	0.007	0.001	0.026	1.729	1.819	0	782	1954	ESP
429	0.053	0.046	0.322	0.07	-0.052	0.064	-0.01	0.029	0.002	0.024	1.69	1.844	0	1876	1955	ESP
430	0.101	0.011	0.531	0.107	-0.011	0.062	-0.017	0.035	0.002	0.013	1.559	1.467	0	273	1956	ESP
431	0.173	-0.043	0.298	0.154	-0.021	0.017	-0.003	-0.021	-0.0	0.005	1.086	0.99	0	1270	1957	ESP
432	0.256	-0.031	-0.186	0.159	-0.043	-0.021	0.005	-0.017	-0.0	0.014	1.362	1.001	0	827	1958	ESP
433	0.216	-0.011	-0.292	0.094	-0.036	-0.029	0.02	0.003	0.0	0.027	1.493	0.001	0	1577	1959	ESP
434	0.086	0.072	-0.149	-0.032	0.0	-0.019	0.053	0.029	0.001	0.042	1.358	0.3	0	1228	1960	ESP
435	0.032	0.072	0.036	0.054	-0.019	0.008	0.021	0.027	-0.0	0.039	1.812	0.569	0	1849	1961	ESP
436	0.078	0.028	0.282	0.192	-0.046	0.008	-0.034	0.026	-0.001	0.031	1.245	0.352	0	343	1962	ESP
437	0.149	-0.002	0.248	0.191	-0.053	0.002	-0.029	0.026	-0.0	0.036	1.33	0.19	0	2081	1963	ESP
438	0.163	0.014	0.021	0.146	-0.067	0.011	-0.002	0.021	0.0	0.023	1.321	0.237	0	573	1964	ESP
439	0.197	0.042	0.02	0.112	-0.045	0.021	-0.01	0.058	0.002	0.016	1.264	0.185	0	1867	1965	ESP
440	0.203	-0.001	0.082	0.133	-0.017	0.013	-0.023	0.047	0.001	0.022	1.199	0.06	0	1448	1966	ESP
441	0.144	0.012	0.077	0.116	-0.006	0.006	0.012	0.026	-0.001	0.024	1.686	-0.637	0	1326	1967	ESP
442	0.117	0.064	0.224	0.097	0.004	0.01	0.013	0.065	0.0	0.028	1.154	-0.897	0	129	1968	ESP
443	0.072	0.077	0.701	0.108	0.01	0.01	-0.003	0.082	0.001	0.024	0.29	-1.466	0	1983	1969	ESP
444	0.08	0.07	0.541	0.096	0.005	0.002	0.011	0.065	0.002	0.004	0.472	-0.375	0	495	1970	ESP
445	0.144	0.114	0.08	0.076	-0.017	-0.019	0.031	0.049	0.001	0.012	1.929	-1.63	0	1096	1971	ESP
446	0.172	0.1	0.326	0.123	-0.032	-0.003	0.009	0.042	-0.002	0.035	2.287	-1.832	0	1842	1972	ESP
447	0.206	0.042	0.656	0.15	-0.032	0.033	-0.011	0.054	0.012	0.029	0.719	-1.213	0	1248	1973	ESP
448	0.281	-0.02	0.282	0.113	-0.022	0.033	-0.047	0.042	0.01	0.017	-0.292	-2.578	0	1597	1974	ESP
449	0.353	-0.038	-0.13	0.068	-0.001	0.003	-0.045	0.031	0.001	0.015	2.295	-1.951	1	34	1975	ESP
450	0.384	0.005	-0.258	0.067	-0.0	-0.025	-0.006	0.032	0.011	0.012	1.721	-4.291	1	34	1976	ESP
451	0.311	0.026	0.167	-0.023	0.089	-0.005	0.001	0.033	0.005	0.015	1.084	-1.185	0	1149	1982	ESP
452	0.283	0.0	-0.072	-0.005	0.104	-0.011	0.01	-0.014	0.005	0.008	1.153	-2.544	0	1847	1983	ESP
453	0.248	0.009	0.385	-0.005	0.115	-0.029	0.035	-0.082	-0.01	0.02	0.788	3.921	0	1627	1984	ESP
454	0.211	0.014	0.729	0.029	0.114	-0.016	0.035	-0.075	-0.034	0.038	0.298	1.757	0	607	1985	ESP
455	0.184	-0.012	1.571	0.067	0.065	0.007	0.006	-0.032	-0.036	0.054	0.171	-0.137	0	443	1986	ESP
456	0.145	-0.024	1.928	0.092	0.017	0.017	-0.017	0.0	-0.003	0.063	1.088	-3.251	0	143	1987	ESP
457	0.103	0.006	0.594	0.11	-0.034	0.034	-0.027	0.056	0.009	0.067	0.506	0.452	0	440	1988	ESP
458	0.12	0.017	0.205	0.11	-0.022	0.036	-0.026	0.07	0.015	0.067	-1.097	-0.689	0	1294	1989	ESP
459	0.14	0.026	-0.066	0.098	0.033	0.021	-0.024	0.033	0.024	0.042	-0.508	-0.081	0	1373	1990	ESP
460	0.131	0.021	-0.118	0.068	0.026	-0.001	-0.008	0.007	-0.008	0.011	-0.398	-0.841	0	2348	1991	ESP
461	0.122	-0.023	-0.109	0.049	0.033	-0.024	-0.0	0.003	-0.02	-0.002	-0.199	-1.313	0	1042	1992	ESP
462	0.108	0.019	0.019	-0.006	0.141	-0.037	0.017	-0.024	-0.017	-0.005	0.328	-2.115	0	1750	1993	ESP
463	0.095	0.052	0.365	-0.019	0.143	-0.017	0.016	-0.038	-0.015	-0.03	2.008	2.183	0	1918	1994	ESP
464	0.096	0.024	0.094	0.021	0.049	0.013	0.008	-0.035	0.003	-0.028	1.943	2.287	0	546	1995	ESP
465	0.084	-0.021	0.167	0.035	0.063	0.009	0.012	-0.006	-0.009	0.003	2.292	1.088	0	1753	1996	ESP
466	0.055	-0.089	0.878	0.045	0.028	0.002	0.002	0.053	-0.027	0.019	1.827	0.916	0	1469	1997	ESP
467	0.037	-0.1	1.226	0.066	-0.019	0.016	-0.009	0.109	-0.02	0.042	0.692	0.493	0	168	1998	ESP
468	0.04	-0.04	0.609	0.087	-0.037	0.026	-0.026	0.119	-0.006	0.051	1.277	2.004	0	2371	1999	ESP
469	0.058	0.009	0.217	0.087	-0.061	0.027	-0.027	0.119	0.012	0.037	0.725	1.414	0	1591	2000	ESP
470	0.072	0.038	-0.046	0.074	-0.068	0.014	-0.011	0.091	0.008	0.038	0.928	0.756	0	1837	2001	ESP
471	0.072	0.044	-0.273	0.046	-0.068	0.005	0.007	0.071	-0.001	0.043	1.659	1.684	0	1825	2002	ESP
472	0.067	0.019	-0.172	0.019	-0.068	0.014	0.005	0.105	-0.005	0.039	1.756	1.812	0	1823	2003	ESP
473	0.062	0.027	0.193	0.029	-0.063	0.019	-0.018	0.161	-0.001	0.032	1.892	2.062	0	1666	2004	ESP
474	0.065	0.038	0.509	0.046	-0.056	0.022	-0.036	0.294	0.003	0.048	1.091	1.301	0	586	2005	ESP
475	0.07	0.066	0.557	0.043	-0.066	0.025	-0.034	0.399	0.012	0.066	0.588	0.958	1	35	2006	ESP
476	0.064	0.104	0.536	0.035	-0.068	0.012	-0.022	0.336	0.026	0.077	0.192	0.46	1	35	2007	ESP
477	0.039	-0.024	-0.105	-0.063	0.234	-0.027	0.047	-0.253	-0.026	-0.008	2.002	4.412	0	1176	2013	ESP
478	0.013	-0.009	0.404	-0.01	0.118	-0.007	0.013	-0.214	-0.054	-0.002	1.658	2.608	0	864	2014	ESP
479	-0.006	0.039	0.22	0.05	0.048	0.01	-0.004	-0.183	-0.043	-0.003	1.086	1.812	0	808	2015	ESP
480	-0.007	0.029	-0.174	0.061	0.006	0.008	0.008	-0.189	-0.02	0.002	1.037	1.603	0	1127	2016	ESP
481	0.017	0.01	0.332	0.064	0.013	0.01	-0.011	0.023	-0.005	0.037	-0.027	-0.8	0	1614	1926	FIN
482	-0.008	0.053	1.071	0.108	-0.008	0.022	-0.006	0.06	0.001	0.053	0.157	0.2	0	1310	1927	FIN
483	0.042	0.036	0.75	0.142	-0.018	0.044	-0.064	0.073	0.007	0.026	0.115	0.2	0	164	1928	FIN
484	0.017	0.033	-0.123	0.069	0.008	0.012	-0.02	0.079	0.011	0.016	-0.434	0.5	1	39	1929	FIN
485	-0.088	0.097	-0.277	-0.09	0.02	-0.057	0.071	0.068	0.004	0.04	0.663	1.1	1	39	1930	FIN
486	0.162	0.016	0.7	0.126	-0.135	0.007	-0.021	0.037	0.007	0.021	1.554	5.05	0	1427	1950	FIN
487	0.333	-0.046	1.389	0.156	-0.075	0.006	0.065	-0.039	-0.004	0.005	1.503	3.55	0	1136	1951	FIN
488	0.174	0.002	0.115	0.123	-0.124	0.04	-0.035	0.025	-0.002	-0.001	1.382	5.05	0	969	1952	FIN
489	0.03	0.068	-0.063	0.019	-0.009	0.042	-0.084	0.074	0.011	0.02	1.367	5.05	0	1579	1953	FIN
490	0.02	0.061	0.324	0.025	0.058	-0.002	0.048	0.045	0.011	0.024	1.393	6.85	0	2221	1954	FIN
491	-0.029	0.028	0.786	0.136	-0.013	-0.016	-0.003	0.034	0.015	0.024	1.25	8.45	0	1615	1955	FIN
492	0.078	-0.013	1.251	0.108	-0.024	-0.004	-0.04	0.0	0.009	0.015	1.13	7.9	0	2319	1956	FIN
493	0.235	-0.053	0.315	0.001	-0.001	-0.014	-0.026	-0.039	-0.002	0.007	0.648	8.0	0	1268	1957	FIN
494	0.186	-0.012	-0.206	-0.063	-0.005	-0.013	0.04	-0.02	-0.003	0.015	0.909	8.25	0	1580	1958	FIN
495	0.082	0.047	0.02	0.027	-0.018	0.013	0.01	0.026	0.005	0.026	0.927	9.05	0	928	1959	FIN
496	0.048	0.035	0.386	0.143	-0.033	0.039	-0.03	0.04	0.009	0.042	0.774	9.65	0	1442	1960	FIN
497	0.051	0.007	0.22	0.149	-0.049	0.026	-0.021	0.036	0.024	0.038	0.964	14.15	0	1049	1961	FIN
498	0.064	0.004	-0.016	0.126	-0.013	-0.008	-0.006	0.027	-0.017	0.031	1.042	3.6	0	1314	1962	FIN
499	0.095	0.002	0.033	0.092	0.033	-0.024	0.01	0.01	-0.041	0.037	1.204	2.2	0	1351	1963	FIN
500	0.157	-0.002	0.067	0.089	0.021	-0.024	-0.008	-0.011	0.001	0.025	1.079	4.1	0	2374	1964	FIN
501	0.157	-0.005	-0.032	0.105	0.008	0.008	-0.019	-0.008	-0.0	0.021	1.125	2.4	0	1683	1965	FIN
502	0.089	0.019	-0.109	0.075	0.015	0.013	0.001	0.017	-0.003	0.024	1.023	2.7	0	2282	1966	FIN
503	0.098	0.013	-0.164	0.038	0.016	-0.013	0.001	0.013	0.013	0.025	1.302	5.5	0	333	1967	FIN
504	0.153	-0.016	0.135	0.012	0.005	-0.034	0.028	-0.024	-0.012	0.033	1.092	0.1	0	336	1968	FIN
505	0.116	-0.014	0.695	0.104	-0.037	-0.013	0.024	-0.018	-0.022	0.031	0.211	-0.2	0	2121	1969	FIN
506	0.05	0.002	0.547	0.196	-0.043	0.047	-0.028	0.021	0.0	0.007	0.461	-0.2	0	1346	1970	FIN
507	0.094	0.021	0.31	0.096	-0.018	0.053	-0.03	0.04	0.002	0.013	1.946	-1.9	0	1807	1971	FIN
508	0.141	0.019	0.505	0.095	-0.02	0.018	0.014	0.015	-0.005	0.036	2.332	-2.55	0	2155	1972	FIN
509	0.189	-0.019	1.067	0.136	-0.027	0.014	0.007	0.008	0.005	0.032	0.746	-1.65	0	2217	1973	FIN
510	0.295	-0.049	0.505	0.067	-0.033	0.02	-0.039	0.014	0.015	0.019	-0.425	-0.45	0	1583	1974	FIN
511	0.375	-0.026	-0.125	0.04	-0.012	0.02	-0.056	-0.0	0.009	0.017	2.139	0.55	0	2014	1975	FIN
512	0.347	-0.017	-0.19	0.036	0.0	-0.026	0.013	-0.011	0.01	0.014	1.299	2.45	0	634	1976	FIN
513	0.288	-0.011	-0.265	-0.001	0.013	-0.042	0.073	0.001	-0.004	0.01	0.583	0.6	0	667	1977	FIN
514	0.214	0.021	-0.207	0.008	0.049	-0.039	0.052	0.007	-0.013	0.012	0.287	-3.536	0	1684	1978	FIN
515	0.158	0.019	0.181	0.072	0.034	-0.037	-0.0	-0.004	-0.004	0.015	0.583	-1.234	0	2190	1979	FIN
516	0.199	-0.0	0.3	0.081	0.002	0.014	-0.044	0.01	0.007	0.01	0.126	-2.579	0	847	1980	FIN
517	0.25	0.003	0.096	0.035	0.004	0.018	-0.005	0.017	0.009	0.012	0.665	-1.623	0	1635	1981	FIN
518	0.227	0.01	0.377	0.05	0.026	-0.001	0.009	0.026	0.001	0.015	1.157	-2.342	0	1345	1982	FIN
519	0.187	0.008	1.04	0.068	0.038	0.003	-0.013	0.031	0.002	0.005	1.313	-5.104	0	2250	1983	FIN
520	0.16	0.019	1.142	0.052	0.013	-0.013	0.017	0.022	0.007	0.013	1.409	-6.013	0	572	1984	FIN
521	0.133	0.046	0.207	0.058	0.005	-0.013	0.008	0.049	0.009	0.03	0.599	-3.051	0	2385	1985	FIN
522	0.089	0.033	0.31	0.063	0.013	-0.005	-0.009	0.058	-0.001	0.049	0.339	-2.819	0	1537	1986	FIN
523	0.071	0.02	1.414	0.078	0.018	0.001	-0.005	0.077	-0.001	0.058	0.951	-1.058	0	617	1987	FIN
524	0.094	0.057	1.102	0.099	0.001	0.021	-0.015	0.147	0.023	0.062	0.659	-1.999	0	1173	1988	FIN
525	0.121	0.023	0.418	0.104	-0.034	0.038	-0.03	0.119	0.033	0.064	-1.021	-1.908	1	40	1989	FIN
526	0.131	-0.021	-0.194	0.033	-0.027	0.014	-0.025	0.057	0.026	0.041	-0.527	0.217	1	40	1990	FIN
527	0.016	-0.017	-0.021	0.091	-0.008	0.023	0.027	-0.063	-0.015	0.007	2.12	3.845	0	759	1996	FIN
528	0.018	-0.034	0.172	0.065	-0.029	0.017	0.01	-0.061	-0.017	0.026	1.735	2.389	0	900	1997	FIN
529	0.026	-0.047	0.878	0.072	-0.085	0.015	0.012	-0.022	-0.011	0.05	0.609	1.824	0	1893	1998	FIN
530	0.027	-0.033	1.436	0.074	-0.082	-0.001	0.001	0.074	-0.002	0.054	1.382	0.332	0	2269	1999	FIN
531	0.043	-0.028	2.29	0.062	-0.044	0.02	0.025	0.063	0.006	0.04	0.737	1.222	0	1301	2000	FIN
532	0.057	-0.033	0.099	0.044	-0.031	0.039	0.029	0.04	0.004	0.041	0.867	1.725	0	970	2001	FIN
533	0.047	0.012	-0.555	0.029	-0.023	0.015	0.007	0.068	0.001	0.044	1.599	2.647	0	764	2002	FIN
534	0.033	0.023	-0.338	0.054	0.018	-0.005	-0.034	0.078	-0.002	0.041	1.743	2.028	0	1925	2003	FIN
535	0.014	0.012	-0.08	0.073	0.025	-0.007	-0.022	0.082	-0.002	0.037	1.901	1.925	0	2311	2004	FIN
536	0.009	0.015	0.261	0.069	-0.028	0.009	-0.014	0.089	-0.002	0.061	1.155	0.272	0	1454	2005	FIN
537	0.021	0.016	0.464	0.096	-0.045	0.005	-0.022	0.097	0.002	0.085	0.679	-0.494	0	499	2006	FIN
538	0.029	0.035	0.554	0.082	-0.06	0.012	0.006	0.067	0.009	0.094	0.242	-0.342	0	641	2007	FIN
539	0.056	0.079	-0.054	0.035	-0.055	0.016	-0.015	0.082	0.007	0.089	0.429	3.061	0	1814	2008	FIN
540	0.056	0.087	-0.49	-0.014	0.077	-0.014	-0.019	0.125	0.0	0.083	2.669	2.928	0	1576	2009	FIN
541	0.033	0.06	-0.184	0.001	0.145	-0.025	-0.01	0.092	-0.008	0.007	2.532	1.622	0	1482	2010	FIN
542	0.051	0.019	0.145	0.051	0.068	-0.005	-0.037	0.038	-0.005	-0.043	2.409	2.433	0	2215	2011	FIN
543	0.066	0.009	-0.194	0.023	0.058	0.005	-0.032	0.048	-0.009	-0.017	2.213	1.664	0	373	2012	FIN
544	0.054	0.013	-0.003	-0.01	0.071	-0.011	0.002	0.05	-0.01	-0.027	2.174	1.651	0	238	2013	FIN
545	0.035	0.017	0.353	-0.006	0.073	-0.018	0.007	0.119	-0.002	-0.023	1.744	1.239	0	1742	2014	FIN
546	0.011	0.062	0.313	0.017	0.08	-0.007	0.006	-0.021	-0.011	-0.013	1.153	0.742	0	843	2015	FIN
547	0.002	0.04	0.089	0.029	0.029	0.008	-0.001	-0.129	-0.012	-0.001	1.098	0.62	0	848	2016	FIN
548	0.0	0.037	-0.088	-0.049	0.034	0.016	0.012	0.023	0.001	0.025	-0.198	0.6	0	1485	1902	FRA
549	-0.011	-0.046	-0.114	-0.022	-0.085	0.047	-0.003	0.011	0.0	0.017	-0.225	0.36	0	605	1903	FRA
550	-0.011	0.042	-0.037	0.054	-0.031	-0.034	0.007	0.037	0.001	0.039	-0.079	0.97	0	1512	1904	FRA
551	0.0	0.08	0.013	0.022	0.028	0.013	0.026	0.021	0.001	0.041	-0.551	0.92	0	1840	1905	FRA
552	0.011	0.002	0.039	-0.007	-0.069	0.051	-0.002	0.009	0.0	0.018	-1.055	0.4	0	223	1906	FRA
553	0.022	-0.066	0.003	0.068	-0.146	0.015	-0.016	-0.015	-0.0	0.015	-1.634	-0.19	0	1188	1907	FRA
554	0.022	0.029	-0.033	0.043	-0.038	-0.005	-0.004	-0.004	-0.0	0.034	-0.387	0.99	0	2393	1908	FRA
555	0.011	0.057	0.0	0.018	0.041	-0.032	0.005	0.044	0.001	0.032	-0.099	1.32	0	801	1909	FRA
556	0.011	-0.014	0.077	-0.054	-0.018	-0.002	-0.004	0.056	0.002	0.014	-0.435	0.67	0	2323	1910	FRA
557	0.054	-0.047	0.05	0.015	-0.094	-0.013	-0.032	0.042	0.001	0.011	-0.293	0.53	0	195	1911	FRA
558	0.043	-0.105	0.034	0.125	-0.13	0.038	-0.011	-0.007	0.0	-0.0	-0.76	0.15	0	1987	1912	FRA
559	0.0	-0.075	0.065	0.003	-0.062	0.059	0.014	-0.002	0.001	-0.002	-0.777	-0.38	0	856	1913	FRA
560	-0.164	0.081	-0.187	0.135	0.663	-0.028	0.128	0.027	0.001	0.08	0.333	0.76	0	1608	1922	FRA
561	0.075	-0.151	0.075	0.123	-0.202	-0.011	0.016	-0.018	-0.001	-0.011	-0.11	1.03	0	2326	1923	FRA
562	0.275	-0.116	0.442	-0.016	-0.435	0.123	0.035	-0.017	-0.0	-0.035	-0.089	0.37	0	2259	1924	FRA
563	0.211	-0.017	0.213	0.058	-0.196	0.129	0.009	0.004	0.002	-0.023	-0.121	0.68	0	1527	1925	FRA
564	0.385	-0.009	0.1	-0.009	-0.478	-0.22	-0.02	-0.003	0.001	0.039	-0.113	0.49	0	694	1926	FRA
565	0.362	0.046	0.32	0.024	-0.397	-0.16	-0.013	-0.014	-0.003	0.058	0.058	1.69	0	953	1927	FRA
566	0.044	0.135	0.445	0.059	-0.024	0.165	0.0	0.107	0.002	0.024	0.039	1.33	1	43	1928	FRA
567	0.064	0.053	0.748	0.03	-0.189	0.153	0.004	0.129	0.004	0.013	-0.441	0.61	1	43	1929	FRA
568	0.282	-0.058	0.16	0.115	-0.105	0.016	0.012	-0.003	0.002	0.003	1.398	5.129	0	1000	1951	FRA
569	0.308	-0.022	0.573	0.101	-0.071	-0.012	-0.022	-0.03	-0.005	0.002	1.519	2.994	0	290	1952	FRA
570	0.099	0.01	0.397	0.065	0.011	-0.025	0.023	0.029	-0.002	0.023	1.541	2.436	0	1047	1953	FRA
571	-0.02	0.046	0.503	0.065	0.015	-0.01	0.026	0.07	0.004	0.022	1.66	2.85	0	2380	1954	FRA
572	0.01	0.043	1.056	0.078	-0.017	0.016	0.019	0.07	0.004	0.022	1.608	3.077	0	1832	1955	FRA
573	0.04	0.017	0.555	0.097	-0.014	0.033	-0.032	0.021	0.001	0.014	1.44	3.25	0	901	1956	FRA
574	0.079	-0.005	0.429	0.089	-0.007	0.025	-0.051	0.006	0.004	0.004	1.04	1.725	0	447	1957	FRA
575	0.202	-0.03	0.121	0.031	-0.01	0.008	0.012	0.001	0.002	0.013	1.403	0.345	0	2034	1958	FRA
576	0.22	-0.015	0.088	0.004	-0.011	-0.081	0.043	0.007	-0.003	0.027	1.352	2.251	0	2133	1959	FRA
577	0.104	0.031	0.583	0.053	-0.035	-0.093	0.013	0.062	0.001	0.04	1.247	2.085	0	2237	1960	FRA
578	0.068	0.044	0.376	0.092	-0.052	0.011	0.002	0.066	0.003	0.036	1.697	2.419	0	1365	1961	FRA
579	0.08	0.049	0.157	0.106	-0.049	0.014	0.001	0.051	0.002	0.029	1.117	2.399	0	388	1962	FRA
580	0.099	0.032	-0.12	0.113	-0.041	0.01	-0.01	-0.04	-0.003	0.04	1.219	1.969	0	2236	1963	FRA
581	0.081	0.003	-0.241	0.104	-0.04	0.018	-0.012	-0.037	-0.002	0.027	1.252	1.341	0	2310	1964	FRA
582	0.064	0.007	-0.184	0.078	-0.046	0.013	0.003	0.043	0.004	0.017	1.144	2.099	0	979	1965	FRA
583	0.058	0.022	-0.13	0.072	-0.043	0.009	0.003	0.055	0.005	0.022	1.091	1.684	0	2145	1966	FRA
584	0.055	0.031	-0.148	0.084	-0.015	0.006	-0.006	0.069	0.007	0.022	1.523	1.975	0	1004	1967	FRA
585	0.075	0.032	-0.031	0.079	0.005	-0.004	-0.01	0.069	0.008	0.027	1.044	0.865	0	2192	1968	FRA
586	0.109	-0.025	0.265	0.095	-0.017	-0.004	-0.015	0.025	0.007	0.028	0.277	-1.263	0	382	1969	FRA
587	0.122	-0.03	0.31	0.095	0.052	0.011	0.007	0.009	0.007	0.008	0.484	-0.558	0	1414	1970	FRA
588	0.116	0.032	0.054	0.081	0.057	0.014	0.014	0.056	0.005	0.012	1.705	1.95	0	1812	1971	FRA
589	0.118	0.056	0.074	0.089	-0.033	0.005	0.001	0.085	0.002	0.032	2.018	2.465	0	1100	1972	FRA
590	0.139	0.031	0.239	0.095	-0.042	0.006	0.005	0.055	0.008	0.029	0.679	-0.579	0	1131	1973	FRA
591	0.22	0.012	-0.174	0.081	-0.023	0.012	-0.013	0.013	0.022	0.019	-0.306	-2.352	0	597	1974	FRA
592	0.269	0.024	-0.175	0.041	0.003	-0.012	0.002	0.084	0.017	0.012	2.066	1.718	0	675	1975	FRA
593	0.224	-0.002	0.066	0.064	-0.003	-0.021	0.004	0.082	-0.0	0.009	1.4	0.834	0	384	1976	FRA
594	0.2	-0.008	-0.225	0.073	-0.011	-0.014	-0.009	-0.012	0.001	0.011	0.567	0.869	0	1728	1977	FRA
595	0.196	0.241	0.049	0.056	0.021	-0.022	0.023	-0.051	-0.004	0.016	-0.033	1.592	0	713	1978	FRA
596	0.209	0.237	0.657	0.058	0.048	-0.009	0.01	-0.038	-0.004	0.017	0.453	0.838	0	1309	1979	FRA
597	0.256	-0.073	0.468	0.032	0.042	0.01	-0.02	-0.076	0.015	0.016	-0.115	1.278	0	1375	1980	FRA
598	0.287	-0.085	0.021	0.024	0.029	0.002	-0.017	-0.071	0.031	0.018	0.529	0.545	0	789	1981	FRA
599	0.269	-0.03	-0.145	0.042	0.047	-0.016	-0.015	0.005	0.017	0.017	0.962	0.779	0	412	1982	FRA
600	0.226	-0.027	0.31	0.03	0.046	-0.025	-0.001	0.008	-0.014	0.006	0.928	1.053	0	1599	1983	FRA
601	0.179	-0.007	0.304	0.006	0.036	-0.023	0.019	0.023	-0.017	0.013	0.986	0.748	0	1362	1984	FRA
602	0.14	-0.027	0.093	0.019	0.039	-0.01	0.008	0.032	-0.013	0.031	0.334	1.189	0	1067	1985	FRA
603	0.085	-0.045	0.57	0.048	0.022	-0.001	0.004	0.017	-0.025	0.051	0.113	0.802	0	1377	1986	FRA
604	0.059	-0.025	0.608	0.06	0.03	0.009	-0.004	0.022	-0.009	0.061	0.791	1.503	0	171	1987	FRA
605	0.061	-0.026	0.057	0.054	0.023	0.016	-0.008	0.047	0.008	0.068	0.436	1.561	0	1646	1988	FRA
606	0.063	-0.032	0.273	0.047	0.009	0.016	0.0	0.057	0.0	0.068	-1.123	-0.275	0	1582	1989	FRA
607	0.07	-0.031	0.427	0.04	0.023	0.01	-0.003	0.056	0.012	0.041	-0.519	0.086	0	1245	1990	FRA
608	0.067	-0.051	0.004	0.021	0.022	-0.002	-0.0	0.015	0.003	0.01	-0.422	-0.454	0	1274	1991	FRA
609	0.057	-0.054	0.023	0.005	0.045	-0.017	0.01	-0.03	-0.013	-0.0	-0.171	-1.764	0	590	1992	FRA
610	0.045	-0.031	0.147	-0.005	0.104	-0.027	0.012	-0.024	-0.019	-0.005	0.319	-1.974	0	1233	1993	FRA
611	0.038	-0.004	0.099	0.001	0.099	-0.018	0.003	-0.04	-0.013	-0.029	2.049	1.523	0	250	1994	FRA
612	0.035	0.027	-0.094	0.023	0.096	-0.006	-0.002	-0.056	0.001	-0.026	2.012	1.181	0	685	1995	FRA
613	0.038	0.01	0.032	0.025	0.104	-0.006	0.006	-0.034	-0.009	0.005	2.199	2.583	0	408	1996	FRA
614	0.033	0.003	0.496	0.014	0.054	-0.007	0.021	-0.031	-0.015	0.024	1.738	2.341	0	1745	1997	FRA
615	0.02	0.014	0.775	0.037	0.014	0.0	0.014	-0.018	-0.012	0.05	0.645	1.247	0	1443	1998	FRA
616	0.013	-0.009	0.669	0.067	-0.006	0.009	0.004	-0.01	-0.007	0.059	1.285	1.878	0	1963	1999	FRA
617	0.024	-0.004	0.672	0.063	-0.022	0.011	-0.012	0.011	0.006	0.043	0.742	1.154	0	2198	2000	FRA
618	0.036	0.016	0.082	0.052	-0.021	0.007	-0.013	0.049	0.005	0.04	0.932	0.681	0	133	2001	FRA
619	0.038	0.038	-0.396	0.036	0.016	-0.007	-0.002	0.035	-0.002	0.046	1.667	1.565	0	1056	2002	FRA
620	0.042	0.034	-0.379	0.028	0.062	-0.006	-0.01	0.0	-0.006	0.046	1.754	1.854	0	1108	2003	FRA
621	0.046	0.024	-0.025	0.032	0.06	0.005	-0.0	0.005	-0.005	0.041	1.892	2.073	0	2096	2004	FRA
622	0.043	0.039	0.377	0.037	0.032	0.011	-0.002	0.039	-0.004	0.064	1.088	1.339	0	1034	2005	FRA
623	0.038	0.044	0.399	0.035	-0.017	0.014	-0.007	0.077	0.001	0.087	0.591	0.908	1	44	2006	FRA
624	0.035	0.068	0.344	0.024	-0.03	0.014	-0.004	0.099	0.011	0.092	0.193	0.44	1	44	2007	FRA
625	0.028	0.043	0.092	-0.007	0.071	-0.004	0.001	0.004	-0.011	-0.024	2.143	2.162	0	2069	2013	FRA
626	0.014	0.028	0.299	0.002	0.035	-0.007	-0.0	0.031	-0.008	-0.017	1.721	1.609	0	857	2014	FRA
627	0.005	0.036	0.219	0.013	0.013	-0.005	0.004	0.035	-0.013	-0.017	1.134	1.043	0	1575	2015	FRA
628	0.002	0.049	0.024	0.028	0.01	0.002	0.003	0.033	-0.012	-0.011	1.073	1.023	0	604	2016	FRA
629	-0.001	0.009	0.111	-0.006	-0.039	-0.002	0.021	0.015	0.0	0.039	-0.047	-0.44	0	480	1882	GBR
630	0.005	-0.002	-0.042	0.037	-0.029	0.0	-0.01	0.012	0.0	0.024	-0.223	-0.2	0	1302	1883	GBR
631	-0.032	0.015	-0.024	0.022	-0.055	-0.001	0.009	0.019	0.0	0.024	0.011	0.32	0	2057	1884	GBR
632	-0.056	0.038	-0.005	-0.003	-0.037	-0.008	0.013	0.021	0.001	0.037	0.381	0.72	0	784	1885	GBR
633	-0.046	0.019	-0.019	-0.001	0.014	-0.014	0.008	0.002	0.0	0.032	0.236	0.68	0	272	1886	GBR
634	-0.021	-0.016	-0.017	0.027	-0.024	-0.011	0.018	-0.003	-0.0	0.024	-0.016	0.32	0	1920	1887	GBR
635	0.002	-0.018	0.096	0.036	-0.062	-0.002	0.005	-0.007	-0.001	0.016	0.139	0.24	1	45	1888	GBR
